"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Canadian and foreign direct investment","Countries or regions","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112086394","1.7.6.1","470","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112086395","1.7.6.2","158","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Net debt","Other America","Dollars","81","millions","6","v112086396","1.7.6.3","43","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Net debt","Asia and Oceania","Dollars","81","millions","6","v112086397","1.7.6.4","181","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Net debt","Europe","Dollars","81","millions","6","v112086398","1.7.6.5","88","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Net debt","Other countries","Dollars","81","millions","6","v112086399","1.7.6.6","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661439","1.39.1.1","356","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661440","1.39.1.2","341","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661441","1.39.1.3","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661442","1.39.1.4","15","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661443","1.39.1.5","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v112086400","1.39.1.6","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Equity","Total, all countries","Dollars","81","millions","6","v112086401","1.39.3.1","322","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Equity","United States","Dollars","81","millions","6","v112086402","1.39.3.2","343","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Equity","Other America","Dollars","81","millions","6","v112086403","1.39.3.3","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Equity","Asia and Oceania","Dollars","81","millions","6","v112086404","1.39.3.4","-21","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Equity","Europe","Dollars","81","millions","6","v112086405","1.39.3.5","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Equity","Other countries","Dollars","81","millions","6","v112086406","1.39.3.6","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Net debt","Total, all countries","Dollars","81","millions","6","v112086407","1.39.4.1","34","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Net debt","United States","Dollars","81","millions","6","v112086408","1.39.4.2","-2","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Net debt","Other America","Dollars","81","millions","6","v112086409","1.39.4.3","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Net debt","Asia and Oceania","Dollars","81","millions","6","v112086410","1.39.4.4","37","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Net debt","Europe","Dollars","81","millions","6","v112086411","1.39.4.5","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Canadian direct investment abroad - Net debt","Other countries","Dollars","81","millions","6","v112086412","1.39.4.6","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661444","1.39.2.1","569","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661445","1.39.2.2","346","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v112086413","1.39.2.3","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661446","1.39.2.4","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661447","1.39.2.5","223","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661448","1.39.2.6","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112086414","1.39.5.1","223","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112086415","1.39.5.2","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112086416","1.39.5.3","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112086417","1.39.5.4","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112086418","1.39.5.5","223","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112086419","1.39.5.6","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112086420","1.39.6.1","346","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112086421","1.39.6.2","346","","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Net debt","Other America","Dollars","81","millions","6","v112086422","1.39.6.3","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Net debt","Asia and Oceania","Dollars","81","millions","6","v112086423","1.39.6.4","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Net debt","Europe","Dollars","81","millions","6","v112086424","1.39.6.5","","..","","","0"
"2014","Canada","2016A000011124","Furniture and related product manufacturing [337]","Foreign direct investment in Canada - Net debt","Other countries","Dollars","81","millions","6","v112086425","1.39.6.6","","..","","","0"
"2014","Canada","2016A000011124","Miscellaneous manufacturing [339]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661449","1.40.1.1","5718","","","","0"
"2014","Canada","2016A000011124","Miscellaneous manufacturing [339]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661450","1.40.1.2","1532","","","","0"
"2014","Canada","2016A000011124","Miscellaneous manufacturing [339]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661451","1.40.1.3","266","","","","0"
"2014","Canada","2016A000011124","Miscellaneous manufacturing [339]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661452","1.40.1.4","826","","","","0"
"2014","Canada","2016A000011124","Miscellaneous manufacturing [339]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661453","1.40.1.5","3051","","","","0"
