"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Canadian and foreign direct investment","Countries or regions","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661398","1.35.2.1","3504","","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661399","1.35.2.2","2566","","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661400","1.35.2.3","","..","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661401","1.35.2.4","100","","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661402","1.35.2.5","839","","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v66461710","1.35.2.6","","..","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112086292","1.35.5.1","3308","","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112086293","1.35.5.2","2469","","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112086294","1.35.5.3","","..","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112086295","1.35.5.4","100","","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112086296","1.35.5.5","739","","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112086297","1.35.5.6","","..","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112086298","1.35.6.1","197","","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112086299","1.35.6.2","97","","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Net debt","Other America","Dollars","81","millions","6","v112086300","1.35.6.3","","..","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Net debt","Asia and Oceania","Dollars","81","millions","6","v112086301","1.35.6.4","","..","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Net debt","Europe","Dollars","81","millions","6","v112086302","1.35.6.5","100","","","","0"
"2014","Canada","2016A000011124","Fabricated metal product manufacturing [332]","Foreign direct investment in Canada - Net debt","Other countries","Dollars","81","millions","6","v112086303","1.35.6.6","","..","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661403","1.36.1.1","2434","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661404","1.36.1.2","1032","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661405","1.36.1.3","554","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661406","1.36.1.4","200","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661407","1.36.1.5","647","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661408","1.36.1.6","","..","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Equity","Total, all countries","Dollars","81","millions","6","v112086304","1.36.3.1","2289","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Equity","United States","Dollars","81","millions","6","v112086305","1.36.3.2","912","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Equity","Other America","Dollars","81","millions","6","v112086306","1.36.3.3","541","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Equity","Asia and Oceania","Dollars","81","millions","6","v112086307","1.36.3.4","199","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Equity","Europe","Dollars","81","millions","6","v112086308","1.36.3.5","638","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Equity","Other countries","Dollars","81","millions","6","v112086309","1.36.3.6","","..","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Net debt","Total, all countries","Dollars","81","millions","6","v112086310","1.36.4.1","145","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Net debt","United States","Dollars","81","millions","6","v112086311","1.36.4.2","121","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Net debt","Other America","Dollars","81","millions","6","v112086312","1.36.4.3","14","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Net debt","Asia and Oceania","Dollars","81","millions","6","v112086313","1.36.4.4","1","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Net debt","Europe","Dollars","81","millions","6","v112086314","1.36.4.5","9","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Canadian direct investment abroad - Net debt","Other countries","Dollars","81","millions","6","v112086315","1.36.4.6","","..","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661409","1.36.2.1","3918","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661410","1.36.2.2","1476","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661411","1.36.2.3","","..","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661412","1.36.2.4","104","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661413","1.36.2.5","2338","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661414","1.36.2.6","","..","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112086316","1.36.5.1","3360","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112086317","1.36.5.2","1131","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112086318","1.36.5.3","","..","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112086319","1.36.5.4","101","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112086320","1.36.5.5","2128","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112086321","1.36.5.6","","..","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112086322","1.36.6.1","558","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112086323","1.36.6.2","345","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Net debt","Other America","Dollars","81","millions","6","v112086324","1.36.6.3","","..","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Net debt","Asia and Oceania","Dollars","81","millions","6","v112086325","1.36.6.4","3","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Net debt","Europe","Dollars","81","millions","6","v112086326","1.36.6.5","210","","","","0"
"2014","Canada","2016A000011124","Machinery manufacturing [333]","Foreign direct investment in Canada - Net debt","Other countries","Dollars","81","millions","6","v112086327","1.36.6.6","","..","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661415","1.37.1.1","3765","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661416","1.37.1.2","2643","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661417","1.37.1.3","85","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661418","1.37.1.4","548","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661419","1.37.1.5","487","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661420","1.37.1.6","2","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Equity","Total, all countries","Dollars","81","millions","6","v112086328","1.37.3.1","4629","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Equity","United States","Dollars","81","millions","6","v112086329","1.37.3.2","3413","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Equity","Other America","Dollars","81","millions","6","v112086330","1.37.3.3","277","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Equity","Asia and Oceania","Dollars","81","millions","6","v112086331","1.37.3.4","452","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Equity","Europe","Dollars","81","millions","6","v112086332","1.37.3.5","485","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Equity","Other countries","Dollars","81","millions","6","v112086333","1.37.3.6","2","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Net debt","Total, all countries","Dollars","81","millions","6","v112086334","1.37.4.1","-864","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Net debt","United States","Dollars","81","millions","6","v112086335","1.37.4.2","-770","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Net debt","Other America","Dollars","81","millions","6","v112086336","1.37.4.3","-192","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Net debt","Asia and Oceania","Dollars","81","millions","6","v112086337","1.37.4.4","96","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Net debt","Europe","Dollars","81","millions","6","v112086338","1.37.4.5","2","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Canadian direct investment abroad - Net debt","Other countries","Dollars","81","millions","6","v112086339","1.37.4.6","","..","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661421","1.37.2.1","3328","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661422","1.37.2.2","2293","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661423","1.37.2.3","","..","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661424","1.37.2.4","","..","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661425","1.37.2.5","1035","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661426","1.37.2.6","","..","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112086340","1.37.5.1","2667","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112086341","1.37.5.2","1818","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112086342","1.37.5.3","","..","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112086343","1.37.5.4","","..","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112086344","1.37.5.5","850","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112086345","1.37.5.6","","..","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112086346","1.37.6.1","660","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112086347","1.37.6.2","475","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Net debt","Other America","Dollars","81","millions","6","v112086348","1.37.6.3","","..","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Net debt","Asia and Oceania","Dollars","81","millions","6","v112086349","1.37.6.4","","..","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Net debt","Europe","Dollars","81","millions","6","v112086350","1.37.6.5","185","","","","0"
"2014","Canada","2016A000011124","Computer and electronic product manufacturing [334]","Foreign direct investment in Canada - Net debt","Other countries","Dollars","81","millions","6","v112086351","1.37.6.6","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661427","1.38.1.1","956","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661428","1.38.1.2","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661429","1.38.1.3","597","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661430","1.38.1.4","338","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661431","1.38.1.5","15","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661432","1.38.1.6","7","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Equity","Total, all countries","Dollars","81","millions","6","v112086352","1.38.3.1","955","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Equity","United States","Dollars","81","millions","6","v112086353","1.38.3.2","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Equity","Other America","Dollars","81","millions","6","v112086354","1.38.3.3","597","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Equity","Asia and Oceania","Dollars","81","millions","6","v112086355","1.38.3.4","337","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Equity","Europe","Dollars","81","millions","6","v112086356","1.38.3.5","15","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Equity","Other countries","Dollars","81","millions","6","v112086357","1.38.3.6","7","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Net debt","Total, all countries","Dollars","81","millions","6","v112086358","1.38.4.1","1","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Net debt","United States","Dollars","81","millions","6","v112086359","1.38.4.2","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Net debt","Other America","Dollars","81","millions","6","v112086360","1.38.4.3","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Net debt","Asia and Oceania","Dollars","81","millions","6","v112086361","1.38.4.4","1","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Net debt","Europe","Dollars","81","millions","6","v112086362","1.38.4.5","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Canadian direct investment abroad - Net debt","Other countries","Dollars","81","millions","6","v112086363","1.38.4.6","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661433","1.38.2.1","3702","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661434","1.38.2.2","2631","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661435","1.38.2.3","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661436","1.38.2.4","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661437","1.38.2.5","1071","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661438","1.38.2.6","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112086364","1.38.5.1","3623","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112086365","1.38.5.2","2552","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112086366","1.38.5.3","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112086367","1.38.5.4","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112086368","1.38.5.5","1071","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112086369","1.38.5.6","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112086370","1.38.6.1","79","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112086371","1.38.6.2","79","","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Net debt","Other America","Dollars","81","millions","6","v112086372","1.38.6.3","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Net debt","Asia and Oceania","Dollars","81","millions","6","v112086373","1.38.6.4","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Net debt","Europe","Dollars","81","millions","6","v112086374","1.38.6.5","","..","","","0"
"2014","Canada","2016A000011124","Electrical equipment, appliance and component manufacturing [335]","Foreign direct investment in Canada - Net debt","Other countries","Dollars","81","millions","6","v112086375","1.38.6.6","","..","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v20143888","1.7.1.1","17042","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661541","1.7.1.2","8144","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661542","1.7.1.3","864","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661543","1.7.1.4","561","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661544","1.7.1.5","7456","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661545","1.7.1.6","16","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Equity","Total, all countries","Dollars","81","millions","6","v112086376","1.7.3.1","12567","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Equity","United States","Dollars","81","millions","6","v112086377","1.7.3.2","5213","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Equity","Other America","Dollars","81","millions","6","v112086378","1.7.3.3","782","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Equity","Asia and Oceania","Dollars","81","millions","6","v112086379","1.7.3.4","461","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Equity","Europe","Dollars","81","millions","6","v112086380","1.7.3.5","6095","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Equity","Other countries","Dollars","81","millions","6","v112086381","1.7.3.6","16","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Net debt","Total, all countries","Dollars","81","millions","6","v112086382","1.7.4.1","4474","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Net debt","United States","Dollars","81","millions","6","v112086383","1.7.4.2","2931","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Net debt","Other America","Dollars","81","millions","6","v112086384","1.7.4.3","82","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Net debt","Asia and Oceania","Dollars","81","millions","6","v112086385","1.7.4.4","100","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Net debt","Europe","Dollars","81","millions","6","v112086386","1.7.4.5","1361","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Canadian direct investment abroad - Net debt","Other countries","Dollars","81","millions","6","v112086387","1.7.4.6","","..","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v20143889","1.7.2.1","15593","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661546","1.7.2.2","10516","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661547","1.7.2.3","43","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661548","1.7.2.4","4706","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661549","1.7.2.5","328","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661550","1.7.2.6","","..","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112086388","1.7.5.1","15123","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112086389","1.7.5.2","10358","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112086390","1.7.5.3","","..","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112086391","1.7.5.4","4525","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112086392","1.7.5.5","240","","","","0"
"2014","Canada","2016A000011124","Transportation equipment manufacturing [336]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112086393","1.7.5.6","","..","","","0"
