"REF_DATE","GEO","DGUID","Prices","Activities","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999-07","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","644","","","","0"
"1999-07","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","1253","","","","0"
"1999-07","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","805","","","","0"
"1999-07","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","1914","","","","0"
"1999-07","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","1169","","","","0"
"1999-07","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","7007","","","","0"
"1999-07","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","5296","","","","0"
"1999-07","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1660","","","","0"
"1999-07","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1390","","","","0"
"1999-07","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","1108","","","","0"
"1999-07","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","1138","","","","0"
"1999-07","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1711","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","4720","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","5391","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","3594","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","4192","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","1342","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","1451","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","1002","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","1254","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","627","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","660","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","623","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","827","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","1126","","","","0"
"1999-10","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","1199","","","","0"
"1999-10","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","7106","","","","0"
"1999-10","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","5362","","","","0"
"1999-10","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1666","","","","0"
"1999-10","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1403","","","","0"
"1999-10","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","1127","","","","0"
"1999-10","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","1166","","","","0"
"1999-10","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1744","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","4392","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","5467","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","3456","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","4239","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","1439","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","1464","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","798","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","1268","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","578","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","665","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","641","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","842","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","936","","","","0"
"2000-01","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","1228","","","","0"
"2000-01","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","7152","","","","0"
"2000-01","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","5390","","","","0"
"2000-01","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1661","","","","0"
"2000-01","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1417","","","","0"
"2000-01","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","1133","","","","0"
"2000-01","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","1179","","","","0"
"2000-01","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1762","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","5765","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","5539","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","4442","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","4295","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","1627","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","1484","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","1205","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","1288","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","803","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","669","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","807","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","853","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","1323","","","","0"
"2000-04","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","1244","","","","0"
"2000-04","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","7229","","","","0"
"2000-04","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","5464","","","","0"
"2000-04","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1725","","","","0"
"2000-04","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1418","","","","0"
"2000-04","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","1132","","","","0"
"2000-04","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","1189","","","","0"
"2000-04","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1765","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","8284","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","5640","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","6210","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","4368","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","1943","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","1491","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","1667","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","1330","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","1251","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","676","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","1349","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","871","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","2074","","","","0"
"2000-07","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","1273","","","","0"
"2000-07","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","7298","","","","0"
"2000-07","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","5519","","","","0"
"2000-07","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1749","","","","0"
"2000-07","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1431","","","","0"
"2000-07","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","1138","","","","0"
"2000-07","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","1201","","","","0"
"2000-07","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1779","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","5100","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","5760","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","3861","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","4454","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","1429","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","1514","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","1104","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","1361","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","647","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","680","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","681","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","899","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","1239","","","","0"
"2000-10","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","1306","","","","0"
"2000-10","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","7379","","","","0"
"2000-10","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","5557","","","","0"
"2000-10","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1754","","","","0"
"2000-10","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1436","","","","0"
"2000-10","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","1138","","","","0"
"2000-10","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","1229","","","","0"
"2000-10","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1822","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","4620","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","5779","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","3580","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","4445","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","1348","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","1409","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","904","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","1395","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","603","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","694","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","725","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","948","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","1040","","","","0"
"2001-01","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","1334","","","","0"
"2001-01","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","7456","","","","0"
"2001-01","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","5600","","","","0"
"2001-01","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1720","","","","0"
"2001-01","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1443","","","","0"
"2001-01","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","1155","","","","0"
"2001-01","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","1282","","","","0"
"2001-01","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1856","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","5983","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","5729","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","4545","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","4387","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","1486","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","1352","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","1324","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","1398","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","838","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","695","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","897","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","943","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","1438","","","","0"
"2001-04","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","1342","","","","0"
"2001-04","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","7383","","","","0"
"2001-04","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","5548","","","","0"
"2001-04","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1692","","","","0"
"2001-04","Canada","2016A000011124","2012 constant prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400172","1.2.4.1","1443","","","","0"
"2001-04","Canada","2016A000011124","2012 constant prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400173","1.2.5.1","1144","","","","0"
"2001-04","Canada","2016A000011124","2012 constant prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400174","1.2.6.1","1269","","","","0"
"2001-04","Canada","2016A000011124","2012 constant prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400175","1.2.7.1","1835","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Unadjusted","Dollars","81","millions","6","v29788932","1.1.1.2","8150","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400162","1.1.1.1","5541","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Total tourism industries","Unadjusted","Dollars","81","millions","6","v29788933","1.1.2.2","6051","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400163","1.1.2.1","4245","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Transportation","Unadjusted","Dollars","81","millions","6","v29788934","1.1.3.2","1703","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400164","1.1.3.1","1288","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Accommodation","Unadjusted","Dollars","81","millions","6","v29788935","1.1.4.2","1665","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Accommodation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400165","1.1.4.1","1362","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Food and beverage services","Unadjusted","Dollars","81","millions","6","v29788936","1.1.5.2","1273","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Food and beverage services","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400166","1.1.5.1","689","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Other tourism industries","Unadjusted","Dollars","81","millions","6","v29788937","1.1.6.2","1410","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Other tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400167","1.1.6.1","907","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Other industries","Unadjusted","Dollars","81","millions","6","v29788938","1.1.7.2","2099","","","","0"
"2001-07","Canada","2016A000011124","Current prices","Other industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400168","1.1.7.1","1296","","","","0"
"2001-07","Canada","2016A000011124","2012 constant prices","Tourism gross domestic product (GDP)","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400169","1.2.1.1","7189","","","","0"
"2001-07","Canada","2016A000011124","2012 constant prices","Total tourism industries","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400170","1.2.2.1","5381","","","","0"
"2001-07","Canada","2016A000011124","2012 constant prices","Transportation","Seasonally adjusted at quarterly rates","Dollars","81","millions","6","v21400171","1.2.3.1","1612","","","","0"
